mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-414.20837,56.514023,-8.302003,-20.423376,-22.584238,-24.008842,-16.177896,-11.821907,-2.4634833,4.531365,0.59357697,1.9550427,3.0008504,5.1138606,-1.988282,-3.7682726,-6.2037525,-9.4129925,-10.331529,-5.898999,-2.288668,2.5350518,0.9928346,-1.411399,-4.344081,-4.0754757,-4.9694467,-3.0000658,-0.2178823,0.28480822,3.4961004,1142.1601488866725,1266.0263625683242,22.608129451618076,1883.5565476190477,0.0051347455,0.052282207,0.0799928695436508,[156.25],0.028316886298496824,dog_bark
-352.4291,80.13721,-31.815397,-43.124367,-36.58019,-34.184975,-19.798452,-14.735585,-3.6138134,6.1270013,0.67287064,3.9377637,11.39982,17.053513,0.098630436,-11.253003,-13.644734,-11.713486,-8.289771,-2.4649985,-2.6939201,3.774023,3.9466877,-0.47749123,-6.860475,-5.74132,-6.071414,-3.0070698,-0.9912631,1.4088218,7.355241,1075.095824801725,1082.3431054636067,22.973281156904342,1621.5277777777778,0.002481924,0.10616385,0.08231414310515874,[110.29411765],0.10015053058447711,dog_bark
-319.2829,99.9411,-34.034794,-43.9636,-34.80664,-43.698242,-23.65997,-11.166364,-1.997452,-1.4709954,-8.470437,-0.8695167,9.000513,17.904097,-0.5187424,-8.141513,-9.3304825,-14.971624,-15.001112,-3.9156485,-1.1853753,4.2468905,-2.402919,-9.835322,-7.8363442,-2.7582629,-8.352858,-4.701078,-2.2943518,-0.6700704,8.125098,1047.2772035192766,1057.9228787066377,23.01599324708195,1575.5208333333333,0.0019197111,0.12011782,0.07597811259920635,[133.92857143],0.049878184047427505,dog_bark
-30.200075,73.119804,-43.269753,9.520981,-13.158946,12.412361,-27.966032,10.315788,2.0794008,4.548637,-5.264137,0.68628424,1.4767133,4.542565,1.7012779,-0.57208884,-0.4822989,3.3864107,-3.782497,4.0425787,1.9717848,2.876887,3.321167,2.6384742,0.96376806,3.6772573,0.42888764,4.2219095,1.8310483,5.5341334,3.2838104,2124.012966563498,1658.017021483743,21.022458579557636,4130.332341269841,0.05910114,0.11904263,0.20187329489087302,[133.92857143],0.18477529650882057,engine_idling
-9.93186,70.0735,-35.587933,6.7387767,-12.618739,10.580677,-23.56837,9.215572,2.3076978,0.8900191,-2.462892,1.0719739,0.3101616,4.247832,1.7634486,-1.4147927,-1.7812394,0.14298943,-1.7956948,3.3624134,2.9452105,1.3834898,3.3079677,2.4458003,2.0916605,4.0614753,2.7077394,5.7646604,4.3156066,5.7414784,4.2422585,2170.358264608201,1743.9793032016007,21.13493749297673,4283.606150793651,0.06910814,0.13503459,0.19783141121031747,[125.],0.18115699332186658,engine_idling
-8.2525015,79.1665,-39.35569,5.2539206,-11.579063,15.915718,-21.92611,8.038373,-0.53817314,2.5874796,-0.6848562,0.5818295,-0.7162782,4.3540215,0.3709485,-4.0773635,0.39003584,-1.9898825,-0.9689278,2.7779934,1.5787562,0.7923375,1.8186853,1.7988055,2.633039,4.5318656,1.9457413,4.962668,1.9197968,4.8584037,3.918689,2053.5762829168616,1687.0076267411876,20.614445378499628,4092.0758928571427,0.062437568,0.1307374,0.18890283978174602,[187.5],0.17414573076390083,engine_idling
-50.05213,116.97208,-50.54818,31.589117,-12.351589,-8.302294,-2.273208,-12.901394,-5.088575,-3.6063237,-14.936964,2.5984013,-1.3460834,6.016106,0.56324744,0.85195696,2.8923552,-2.702407,-25.239004,-14.862765,-9.707366,8.363073,-5.3005996,-4.3123517,9.705758,14.232211,-16.097048,-20.74554,5.8035684,24.56301,15.71634,1432.7278629450432,1227.7685339370098,25.293741333314042,2570.498511904762,0.0032856849,0.25541636,0.13628084697420634,[98.68421053],0.1643321413262232,car_horn
-90.11745,124.55034,-60.65677,27.015041,-20.117458,-10.982695,1.7873197,-15.833472,-12.088318,0.4116441,-17.964796,9.639531,5.0010047,9.867108,2.269675,3.388618,8.485911,2.3818965,-22.313637,-15.552981,-11.939187,2.496151,-8.825151,-7.281791,9.4486885,16.42696,-17.056639,-23.44466,11.030326,26.711075,10.432239,1411.0230072686218,1128.34378774109,25.49163380946811,2548.6731150793653,0.002113191,0.20341109,0.1309330047123016,[72.11538462],0.1367990766747617,car_horn
-135.7357,147.13051,12.509847,-26.413761,10.687624,11.456506,-29.01887,13.105091,-13.959609,3.012936,-2.3498728,1.3529544,-5.307351,6.576894,15.462484,26.25053,4.82991,11.661621,5.1716723,2.334888,-4.213746,3.246009,-4.6023927,-4.3173814,3.3624096,1.5433786,-5.737505,3.6650724,3.3952467,2.8023667,11.297564,1044.3625253849934,1419.042412864573,22.04645632605756,1538.5664682539682,0.002864359,0.18995562,0.053943452380952384,[110.29411765],0.13993558251562283,dog_bark
-213.43132,133.01135,-108.61452,-33.27887,-12.358895,-16.1057,3.572847,16.477386,-15.142553,-15.801647,6.6641145,-0.9813173,3.5648212,0.5155334,6.930455,7.4297304,-2.017203,2.0322454,-1.3412712,2.270848,1.4561465,4.826788,5.735654,4.137491,3.3625076,-0.84434974,3.3003538,4.882323,3.4080474,1.3576092,3.5984569,1345.847107640493,872.9062783216718,22.251926197483552,2162.2023809523807,0.002463196,0.10086163,0.1171022445436508,[133.92857143],0.09057740118574646,dog_bark
