Audio,Label
"[ 0.04097448  0.00142622  0.00828059 ... -0.64852965  0.35647872
  0.1348584 ]",air_conditioner
"[-0.01436594 -0.04896596 -0.04395491 ... -0.03568678 -0.04125535
 -0.02006645]",air_conditioner
"[-0.0359339  -0.03585616 -0.05051585 ... -0.0021379  -0.01017473
  0.02028829]",air_conditioner
"[-0.01468612 -0.01844643 -0.01967627 ... -0.0038873  -0.00740957
  0.01037587]",air_conditioner
"[-0.00769923 -0.01611167  0.00751931 ... -0.01304565  0.0009811
  0.00092966]",air_conditioner
"[ 0.00223347  0.00816019  0.01429355 ... -0.01179772  0.00138511
 -0.0094677 ]",air_conditioner
"[-0.00866151 -0.06133311  0.01802348 ... -0.03749386 -0.16680165
  0.180371  ]",air_conditioner
"[-0.00571221 -0.00839776 -0.00843741 ... -0.00866784  0.00196708
  0.00224059]",air_conditioner
"[ 0.01887607 -0.24296093  0.15737012 ...  0.39106822 -0.26668522
 -0.11226505]",air_conditioner
"[ 0.27211612 -0.1161019  -0.22802117 ... -0.04565926 -0.03874526
 -0.03069701]",air_conditioner
"[-0.02155956 -0.03349837 -0.02185356 ...  0.07191417 -0.03973165
 -0.05704907]",air_conditioner
"[-0.01720437 -0.03125506 -0.02576146 ... -0.04767409  0.00085784
  0.0219365 ]",air_conditioner
"[ 0.04271047 -0.02367399 -0.06335237 ... -0.03581958  0.00245651
  0.01431762]",air_conditioner
"[-0.02563033  0.01248266  0.0314802  ... -0.11203552  0.07253928
  0.02448525]",air_conditioner
"[-0.07395817  0.02483582  0.09635448 ... -0.01294863 -0.00858504
 -0.01062044]",air_conditioner
"[-0.01222209 -0.02336234 -0.00823109 ...  0.03960085  0.01347403
 -0.06027339]",air_conditioner
"[-0.40553898  0.24986957  0.23941925 ... -0.02903961 -0.0116904
 -0.04127573]",air_conditioner
"[-0.00085727 -0.01854232 -0.01951901 ...  0.00335947  0.02073514
  0.01442084]",air_conditioner
"[-0.02108398 -0.02534256 -0.02829102 ...  0.00300604  0.01882555
  0.02682724]",air_conditioner
"[-0.00208594  0.00399792 -0.0668788  ... -0.00195376 -0.00675265
 -0.01479141]",air_conditioner
"[-0.00946301 -0.00028142  0.01742168 ...  0.00075529 -0.00287032
 -0.05862365]",air_conditioner
"[-0.01620817 -0.02149595 -0.01416438 ... -0.01263786 -0.00877609
 -0.00604446]",air_conditioner
"[ 0.00555914  0.02516843 -0.06591395 ... -0.02416372  0.00708557
 -0.00502264]",air_conditioner
"[-0.03299877 -0.04781128 -0.01925654 ... -0.01441416 -0.01584757
 -0.01270447]",air_conditioner
"[-0.00642803 -0.01907585 -0.01672563 ... -0.01818631 -0.03615806
 -0.04883281]",air_conditioner
"[-0.00263424 -0.01342201 -0.03420984 ... -0.00499625 -0.01037542
 -0.01640545]",air_conditioner
"[-0.39024648 -0.49525738  0.7418108  ... -0.0282122  -0.04156968
 -0.03521219]",air_conditioner
"[1.3651524e-04 1.8146635e-03 3.9012467e-03 ... 2.6380119e-01 2.4438310e-01
 2.3667619e-01]",engine_idling
"[-0.02394157 -0.06205039 -0.07432542 ...  0.15229051  0.14025149
  0.13353746]",engine_idling
"[-0.02752169 -0.07348306 -0.14728019 ...  0.03882004  0.0431216
 -0.02573394]",engine_idling
[0.19401042 0.24630508 0.154782   ... 0.07943624 0.10145389 0.20959291],engine_idling
"[-0.06728312 -0.12532333 -0.12424836 ... -0.27289984 -0.2683281
 -0.22945145]",engine_idling
[0.18287039 0.35009515 0.34384975 ... 0.22608365 0.24686225 0.30525872],engine_idling
"[-0.07612089 -0.07643971 -0.02341758 ...  0.15872003  0.11969873
  0.11295472]",engine_idling
"[ 0.12144568  0.1826838   0.1087885  ... -0.12409986 -0.11822508
 -0.11576254]",engine_idling
[0.04360713 0.07395078 0.06785082 ... 0.11486974 0.12583804 0.11830356],engine_idling
"[-0.09617467 -0.17697868 -0.17266126 ... -0.04276964 -0.04447445
 -0.05062782]",engine_idling
[0.09680665 0.13858384 0.09498478 ... 0.2181745  0.16280276 0.12278456],engine_idling
"[-0.06129227 -0.1526266  -0.1702388  ... -0.17596367 -0.17053676
 -0.21510002]",engine_idling
"[ 0.20194484  0.38764355  0.38540888 ... -0.33116373 -0.40176636
 -0.55774295]",engine_idling
[0.06433848 0.10408568 0.0743157  ... 0.31773114 0.29682693 0.27609816],engine_idling
"[-0.3494744  -0.5975284  -0.53698623 ...  0.12209482  0.12944159
  0.15595889]",engine_idling
"[ 0.11664706  0.1715301   0.16159602 ... -0.05085687 -0.0789261
 -0.03400375]",engine_idling
"[ 0.08780847  0.13412993  0.12161861 ... -0.0101957   0.00125832
  0.0165426 ]",engine_idling
"[ 0.0272652   0.06907904  0.07557488 ... -0.24050304 -0.13496904
 -0.06536643]",engine_idling
"[-0.02300721 -0.0724133  -0.08560683 ... -0.1555257  -0.11067768
 -0.08031071]",engine_idling
[0.00435773 0.02877798 0.04343289 ... 0.32261434 0.27455536 0.26153973],engine_idling
"[-0.00708856 -0.00845452 -0.00479156 ...  0.02391522  0.01379198
  0.0237647 ]",jackhammer
"[ 0.00540659 -0.03326351 -0.04375407 ...  0.06343292 -0.1326537
 -0.29696032]",jackhammer
"[ 0.0356334  -0.01068055  0.00381808 ... -0.00042273  0.10616791
  0.16236702]",jackhammer
"[-0.1916761  -0.40393135  0.16191371 ... -0.01470517  0.00820734
 -0.09395958]",jackhammer
"[-0.00102117  0.27704966 -0.06374448 ... -0.09386941 -0.08956617
  0.00279333]",jackhammer
"[-0.04460339 -0.02349106 -0.00220528 ... -0.03944031 -0.038146
 -0.00511056]",jackhammer
"[ 0.0153225   0.02762638 -0.03460516 ... -0.00572334 -0.00513582
 -0.00357089]",jackhammer
"[-0.00431866 -0.00598435 -0.00481572 ...  0.0401284  -0.01446707
 -0.00130769]",jackhammer
"[-0.0359168  -0.04087659 -0.02625924 ... -0.00497687  0.02328523
  0.00980038]",jackhammer
"[-0.08741259 -0.53667015 -0.09973411 ...  0.00429273 -0.01009447
 -0.00320598]",jackhammer
"[-0.03702435 -0.10216924  0.02085945 ... -0.0056601   0.01042124
 -0.00045734]",jackhammer
"[-0.00197181  0.01296902 -0.00526283 ... -0.01432368  0.01314897
  0.00797847]",jackhammer
"[-0.00794632 -0.00610275  0.01012468 ... -0.05017332 -0.045904
 -0.03965313]",jackhammer
"[ 0.03240189  0.0063954  -0.00398538 ...  0.00395973  0.05510172
 -0.01339018]",jackhammer
"[ 0.00407855 -0.00262203 -0.0241847  ...  0.01842414  0.0817688
 -0.04121497]",jackhammer
"[ 0.00780682 -0.07588208  0.00676183 ... -0.24488859  0.04269311
 -0.2416196 ]",jackhammer
"[-0.02133019 -0.09235056  0.06898375 ... -0.00273959  0.06277925
 -0.01340622]",jackhammer
"[1.7998107e-01 1.5725708e-01 1.5077886e-01 ... 2.1093616e-02 6.5183420e-05
 1.2054571e-02]",jackhammer
"[ 0.01808374  0.02094248  0.02119143 ...  0.01234368 -0.01136607
 -0.00552307]",jackhammer
"[ 0.00251633  0.02265706 -0.002381   ...  0.01524286  0.45214176
 -0.11372674]",jackhammer
"[ 0.00603586  0.01941577  0.01655062 ...  0.01604913  0.05303358
 -0.04907112]",jackhammer
"[-0.00171008 -0.00411335 -0.00563224 ...  0.09462303  0.09280007
 -0.07914828]",jackhammer
"[ 0.02767106  0.02266514 -0.04152751 ...  0.00413013  0.02735522
  0.03633066]",jackhammer
"[-0.01608962  0.00775127  0.02710969 ... -0.01305533 -0.02069433
 -0.04616388]",jackhammer
"[-0.04153042  0.14620449  0.05298457 ... -0.00472676 -0.0075387
 -0.04367387]",jackhammer
"[-0.00642684  0.00143231 -0.02562535 ... -0.05888448  0.01672808
 -0.02619772]",jackhammer
"[-0.00458666 -0.0076505  -0.03162241 ... -0.01270396 -0.04195177
  0.13040915]",jackhammer
"[-0.01177276 -0.00297635 -0.01988176 ... -0.03333182 -0.00146552
  0.01393591]",jackhammer
"[ 0.16913694  0.20986247  0.06584636 ... -0.0196367  -0.10252702
  0.05711003]",jackhammer
"[ 0.00773735 -0.02601946 -0.01545898 ...  0.00402095  0.00730524
  0.00835751]",jackhammer
"[-0.07415453 -0.00928624  0.08478003 ...  0.03904393 -0.234301
  0.22784975]",jackhammer
"[ 0.00823539 -0.04048173  0.01027418 ... -0.01229469  0.02112691
  0.0428566 ]",jackhammer
"[ 0.19915906  0.19184382 -0.03267975 ... -0.02561132 -0.05057554
  0.02561102]",jackhammer
"[ 0.00688951  0.01238078  0.00877751 ... -0.02861403 -0.03567553
 -0.03948011]",jackhammer
"[-0.0087799  -0.00840558  0.0114959  ...  0.00297082 -0.00845521
 -0.04153523]",jackhammer
"[ 0.03320098 -0.02845455  0.05878285 ...  0.06806465  0.06602475
 -0.08123571]",jackhammer
"[-0.01569672  0.01146825 -0.03149181 ...  0.02729825  0.02991427
  0.01028482]",jackhammer
"[-0.05015596  0.16196911  0.00449934 ... -0.01211177  0.01908279
 -0.04505629]",jackhammer
"[-0.0030831  -0.08556759 -0.10696711 ...  0.12588212  0.11717968
  0.11287183]",jackhammer
"[-0.03028198  0.09303466  0.05574588 ...  0.02471378  0.03503689
  0.09327989]",jackhammer
"[-0.12721676  0.04143955  0.03486769 ... -0.07671725 -0.08950634
  0.00930593]",jackhammer
"[ 0.01450869  0.04528395 -0.00456277 ... -0.02803871 -0.0393488
  0.02915376]",jackhammer
"[ 0.04767232  0.0451307  -0.07789271 ... -0.00128652 -0.03361177
 -0.03054415]",jackhammer
