Audio,Label
"[-1.8927498e-08 -1.2462751e-08 -3.3634105e-08 ... -1.1494102e-01
 -1.7402078e-01 -4.2802159e-02]",car_horn
"[ 2.0996785e-08  1.9984927e-08 -4.4438657e-09 ... -3.8846034e-01
 -3.7533054e-01 -2.1452168e-01]",car_horn
"[ 3.5717840e-10 -2.7046656e-08 -1.3990697e-08 ...  5.0451696e-02
 -7.1153946e-02 -1.2443995e-01]",car_horn
"[ 2.9219040e-08 -2.1599879e-08  5.7199232e-09 ...  1.7372347e-01
  5.2246249e-01  3.9777535e-01]",car_horn
"[-6.7410899e-10 -2.1019322e-09 -1.0055530e-09 ...  2.7534315e-02
  2.1601180e-02  2.0098090e-02]",car_horn
"[-8.5751578e-10 -6.5075861e-10 -2.5278066e-09 ...  5.7195745e-02
  8.3856158e-02  9.4817743e-02]",dog_bark
"[-1.9904590e-08 -2.2233284e-08  2.3930067e-09 ...  1.4150854e-03
  1.8114987e-03  2.5327043e-03]",dog_bark
"[ 0.00084295 -0.00222792 -0.00446823 ...  0.00811788  0.01659047
  0.02223384]",dog_bark
"[ 0.00073145  0.00122995  0.00212777 ...  0.06845855  0.05297217
 -0.04946636]",dog_bark
"[-0.14185835 -0.16045232  0.12639973 ...  0.13338608 -0.00313125
 -0.05992282]",children_playing
"[ 0.02187481  0.17020854  0.15173946 ...  0.03735621  0.00361839
 -0.03046931]",children_playing
"[-0.12082233 -0.06566538  0.12123352 ... -0.03530042 -0.12309351
 -0.10820695]",children_playing
"[-0.00518962 -0.0098026  -0.0118824  ... -0.18252872 -0.192789
 -0.21171992]",children_playing
"[-0.01747211 -0.03436405 -0.0270785  ... -0.03202772 -0.04192824
 -0.03592065]",children_playing
"[ 0.08983669  0.11290947  0.01744037 ... -0.00428493 -0.01287706
 -0.01366462]",children_playing
[0.00216016 0.02695931 0.05526976 ... 0.01082281 0.05378814 0.07030553],children_playing
"[ 0.03726535 -0.0342755  -0.12099452 ... -0.05831184  0.04923325
  0.18689938]",children_playing
"[ 0.05239133  0.04943627 -0.00410042 ... -0.02791644 -0.03789895
  0.0065434 ]",dog_bark
"[ 0.20196116 -0.00453578 -0.29140642 ...  0.22237688  0.1493555
 -0.08739854]",dog_bark
"[ 0.11227783  0.18182087  0.15914983 ... -0.5750339  -0.4701386
 -0.49624965]",engine_idling
"[ 0.25884584  0.4003525   0.30508462 ... -0.12573546 -0.13490397
 -0.14759661]",engine_idling
[0.08358997 0.11432295 0.10425686 ... 0.01491204 0.04124737 0.0584347 ],engine_idling
"[-0.1687805  -0.30959088 -0.320417   ...  0.32121712  0.29527944
  0.29170662]",engine_idling
[0.05476666 0.1141653  0.10565992 ... 0.31360102 0.28495958 0.3553485 ],engine_idling
"[ 0.18381117  0.3645647   0.2596969  ... -0.5527496  -0.5256801
 -0.56923926]",engine_idling
"[ 0.27020556  0.44449106  0.3754798  ... -0.6779772  -0.6306324
 -0.6983425 ]",engine_idling
"[-0.3459806  -0.5627187  -0.45949683 ... -0.09535027 -0.05820796
  0.1333679 ]",engine_idling
"[-0.41718405 -0.68036956 -0.58194065 ...  0.40766382  0.4153523
  0.46058014]",engine_idling
