mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-3.0842113,97.95146,-12.749231,-8.951625,-12.623149,-26.841982,-21.79433,-0.97311956,-19.685707,-6.302584,-7.4738173,-9.955593,-18.1116,-5.502966,-8.655514,-4.802512,-10.277195,2.5013292,-1.7777834,2.6640713,-2.1975012,-3.647524,-7.150614,-3.2385128,-7.127149,-2.9182153,-0.80111927,-2.9359314,-7.2805247,2.9444523,12.836269,1679.8215997457803,1766.4012878396866,21.779257483650003,3333.5193452380954,0.020521289,0.23080653,0.1393151661706349,[89.28571429],0.1899549881190434,car_horn
11.860305,88.936554,-19.90174,2.8247976,-26.349457,-19.700695,-10.67417,-15.03588,-8.166152,-6.7853155,-10.13876,-12.066926,-5.047672,-6.621852,-13.088325,-4.8604937,-12.529271,-1.4110762,-8.257258,0.7089811,-6.52972,-4.432808,-4.5318875,-4.688701,-4.777041,-3.7325485,-4.1006904,6.535768,-6.7000165,1.1798649,10.348759,1857.8356960096733,1750.6207078982186,22.95541702293377,3575.0248015873017,0.03033447,0.21299797,0.17808702256944445,[56.81818182],0.15598490697676343,car_horn
-13.837884,69.90716,-11.391764,14.133194,-26.08996,-9.952963,-11.285118,-18.327755,-11.388859,-4.3547096,-20.912825,3.9808342,-18.501144,-9.25046,-3.9408238,-8.718176,-11.703721,3.024078,-12.392457,-0.6718,-1.2552484,-1.4791882,-8.980332,1.390735,-12.225542,-0.20493926,-3.6121163,-4.8497205,-2.718906,-1.6392592,6.485648,2196.885896023672,1830.7894388505956,22.725358411550822,3905.0099206349205,0.03215059,0.20996766,0.2865552145337302,[144.23076923],0.1129978979735993,car_horn
9.395326,78.10201,-15.314034,13.543249,-18.777384,-13.537765,-6.4547906,-19.393234,-10.897374,-0.4512648,-13.968099,-8.613364,-7.80172,-6.4762216,-12.538044,-5.508581,-8.914293,-6.4546504,-10.304885,-3.2010179,-7.78562,-3.5808568,-6.2630234,-3.9941266,-4.173761,2.0282009,-5.4314427,-2.5798278,-0.7343274,2.2293978,7.162468,2021.446135148476,1828.0263401622644,22.34084698986891,3764.3849206349205,0.04266208,0.1868657,0.20847284226190477,[187.5],0.17986507729674966,car_horn
-112.42446,48.007248,-10.078863,13.04967,-6.9159346,-26.075119,-3.6252267,-12.999858,-15.019608,-0.5092647,-7.020952,-4.7481623,-9.436107,-3.8127375,-9.766451,-3.292106,-2.5211117,0.61494505,-10.190565,-2.7769575,-5.913245,-2.9766495,-6.25556,-1.4250911,-5.9709687,-1.268464,-5.7386436,-5.9256887,-4.2816324,4.4322186,8.798137,2550.4342172244333,1975.7487685876413,22.786627524590216,4961.433531746032,0.041260093,0.17316335,0.25559585813492064,[64.65517241],0.15137085369174422,car_horn
-271.1327,65.330505,-90.35027,-11.868704,14.572182,0.16212763,4.7106743,0.7961922,-7.1201773,3.272089,6.1170573,10.704811,5.778196,5.4606895,-4.863273,-4.84198,4.365472,1.2614493,-2.402419,-0.14961798,4.2086396,0.61023647,2.6786609,0.956763,-4.1100187,0.8679076,2.0865645,0.89427537,-0.14706211,3.3458946,4.4118347,1888.0979362703024,1270.9222850863594,21.355888513659046,2918.092757936508,0.027258215,0.0881049,0.19099547371031747,[81.52173913],0.07148321575220279,dog_bark
-273.4329,95.44593,-86.9096,-27.258274,5.1810126,-9.30382,-5.062452,4.8742137,12.009712,12.941066,-9.037867,4.5056367,2.4393072,7.390127,5.1302376,1.2910327,-7.4342628,-1.7958591,4.5607953,2.4555297,3.1979475,-0.7166726,-2.441669,1.6653396,-2.0136523,1.8904917,3.4265592,3.2538111,-1.3501438,1.3501284,2.8639715,1682.3365575851499,1246.1529442555789,21.596802696140827,2629.9603174603176,0.02047604,0.07544347,0.16612025669642858,[81.52173913],0.0624830397479247,dog_bark
-285.2733,87.88366,-86.005806,-23.302464,7.5301766,-7.5601983,-3.2242947,7.063697,10.853337,9.75982,-14.3452,3.8621793,7.3687916,9.692724,2.4410918,-0.50211024,-10.9298725,-3.2579322,6.9051185,5.4983435,3.9136176,-2.9095252,-5.5752974,1.3452978,-1.9420711,3.305249,4.976858,0.90660185,-3.750033,3.3699129,2.5131743,1746.9489570205187,1290.032781540508,21.518941734480723,2740.8854166666665,0.02151947,0.070846215,0.16820901537698413,[81.52173913],0.05522803866478953,dog_bark
-272.09912,93.08259,-89.995026,-25.611923,10.412341,-8.291584,-7.009108,2.9014785,7.78487,8.58519,-13.339786,6.1693926,8.661839,12.502038,2.382861,-0.85987186,-10.173302,-4.3678546,4.0464425,4.1334085,2.887493,-2.3071542,-2.6970556,2.0683196,-1.729609,3.6557689,4.8641043,0.6597578,-3.7763531,3.8036377,2.7927897,1717.7704317845762,1234.2372979280449,21.392047502832487,2647.3214285714284,0.02118147,0.07989786,0.17027452256944445,[81.52173913],0.065269722514334,dog_bark
-185.20024,32.805916,-87.244484,-9.263533,-41.275444,-25.09444,-39.72265,-23.516758,-23.653927,-9.749398,-12.435427,2.2923603,-2.3864324,-6.4948606,-2.9788644,-3.536715,-5.8818564,-2.1573281,-8.208769,0.6657189,-3.3936384,1.0820798,-3.5716784,2.8025005,-6.076664,0.059991736,-1.8064042,3.8012376,0.2920107,4.9476633,1.3493873,2201.5097036981365,1452.1079010702206,24.307377580543154,3600.5704365079364,0.020695366,0.0685054,0.21281312003968253,[104.16666667],0.1905565798386624,children_playing
-157.88072,22.7931,-79.52792,-8.346292,-47.533512,-18.497898,-37.28348,-24.177809,-27.968582,-12.906761,-6.6898704,9.380294,2.2273698,-5.005474,-6.7893925,0.47974402,-3.6389792,-0.9058389,-9.25711,0.006675637,2.551402,3.2208714,-0.4438075,3.2207541,-4.6912327,2.8689566,4.659505,2.1720853,-5.6867127,4.4594455,3.3177989,2289.867874364893,1520.0810459711488,24.8502124577616,3905.4439484126983,0.02313446,0.09612862,0.2118249317956349,[125.],0.14934106726516155,children_playing
-199.33826,47.080517,-89.1229,-16.753248,-42.887623,-17.65901,-28.294508,-14.203577,-28.87424,-14.60196,-0.5153163,-6.646285,-4.4444532,-1.0918813,-6.575445,-1.3987356,-3.6787505,-6.9206796,-9.284556,-0.42657706,-2.9916437,-0.29284513,-4.949766,-0.41867828,-8.700426,3.0338922,-0.6773173,0.8675857,3.2929273,4.4336934,2.5662858,2003.7259917838217,1415.2314526234318,23.85041403620647,3352.5545634920636,0.019468546,0.07768219,0.18089657738095238,[104.16666667],0.17362393536475704,children_playing
