mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-212.54066,72.844406,-91.89111,9.323121,-9.988668,-18.410635,-5.555257,-3.3830695,6.234453,17.850574,6.9392195,7.270608,-4.1861134,-1.2914125,2.0082698,5.343015,-3.568755,8.380009,6.481277,1.747382,4.1821804,0.13247639,-0.9537717,5.6470075,-1.1999261,5.9128675,-1.1691364,6.2413564,0.76044756,0.25932872,2.3174655,1911.391385591689,1284.2321903750335,22.512025254491036,3050.347222222222,0.022733035,0.07382396,0.1964905753968254,[98.68421053],0.054487578059697075,dog_bark
-231.14172,74.67676,-100.84664,9.13815,-7.6964326,-22.27321,-6.681327,-5.439827,4.429931,16.918951,9.493881,5.2530293,-8.679743,-3.4920852,-0.61947984,3.550638,-6.470228,8.019582,8.578929,0.48321432,1.3480372,-1.7377343,-4.2158103,4.8175416,-1.5323588,1.9990796,-0.9626444,8.203194,-0.31090543,-0.9725809,2.4885676,1905.6513903962468,1198.6882473216112,22.162730082706968,2903.4598214285716,0.019934962,0.07423222,0.20496961805555555,[98.68421053],0.06482214039254276,dog_bark
-239.5763,78.62861,-98.14369,9.305598,-7.4886093,-24.542734,-6.596678,-4.3526797,8.763736,14.306864,7.155686,3.8289654,-5.6513453,-1.1641985,-1.8856953,1.9646646,-2.2666135,5.1502256,3.7962244,-1.2729741,3.221453,-1.0956057,-3.6631732,6.1469035,-2.1179347,1.7399876,1.0145507,4.1904187,-0.5238699,0.7667269,2.2993505,1894.1410791501994,1210.3839359399863,21.873618550996856,2934.4618055555557,0.02201685,0.06737246,0.20452396453373015,[93.75],0.09393703424201173,dog_bark
-237.18471,78.462105,-103.07992,11.13163,-9.530963,-27.697742,-7.6474094,-4.728362,10.7331505,17.752356,9.832679,1.5577167,-7.5102534,-5.2055826,1.5207095,2.1109288,-3.2110393,5.9993343,6.1649537,-1.971106,1.1956495,-1.1736735,-2.5232136,5.64157,0.21793808,1.6935202,2.9627624,2.0126793,-1.4263856,-1.5615069,3.6221402,1850.5842573671569,1144.9313985224323,22.280208002221595,2841.8278769841268,0.016999738,0.085070744,0.19962952628968253,[104.16666667],0.05392979998747791,dog_bark
-74.2588,75.61835,-48.057873,6.9152827,-18.510826,2.7368536,-7.963946,10.593577,0.81183106,7.819447,2.8982768,4.822979,-5.5435095,-0.7396195,-5.9485917,4.0636296,1.0525603,7.033499,-2.1515863,3.093518,-7.4968333,2.1499355,-1.5914178,2.615031,-1.717203,3.5679798,-1.7035974,-0.17869511,-3.8320575,-1.9170524,4.561163,2009.5976074962132,1559.3450091538011,19.590722015254986,3543.27876984127,0.06728998,0.11532476,0.1861359126984127,[75.],0.16144356590025585,dog_bark
-105.22057,81.11546,-12.158954,22.28314,13.390415,14.669971,5.1023917,18.634552,9.705302,13.094557,5.35286,6.807354,0.29861677,19.141922,8.841572,12.530505,4.160719,6.890429,3.821764,14.199757,-2.6777906,7.870393,10.004043,15.879609,0.74210507,8.853909,-0.66744065,3.5780387,4.3107524,4.481929,16.533459,1371.103224364493,1837.8831464397995,22.19992687827373,3259.7346230158732,0.0024272744,0.25214717,0.02028692336309524,[133.92857143],0.19718522479790357,engine_idling
-102.49426,83.93453,-10.871844,23.140343,13.327127,13.723542,4.788997,17.642359,8.017515,12.744865,5.579625,6.7173185,0.5656744,18.218225,7.754547,12.103702,4.1073627,6.5234203,3.697849,13.811126,-3.187149,7.398098,9.386787,15.343325,0.5412487,9.023091,0.3121439,4.6848354,4.7777433,4.377096,16.864592,1352.3173243796389,1822.3545014577126,22.06017990120715,3181.9816468253966,0.0024521057,0.25507015,0.019155350942460316,[133.92857143],0.19077025052763202,engine_idling
-3.708182,92.91596,-57.358704,4.93944,-13.467597,-0.16621266,-15.968492,-6.125239,-24.637493,2.929467,-3.857061,8.605562,1.1051139,3.7492776,-6.627753,7.4682565,-4.873299,-17.233908,-25.664867,8.522911,14.778546,-0.94473416,-10.679399,10.851621,-5.903521,-18.670761,-7.7400293,13.805227,-2.2347832,-1.8925871,10.785366,1734.6532780980413,1390.0221876561557,23.55534069959878,2916.9146825396824,0.013658858,0.22384098,0.1626131572420635,[117.1875],0.20315996667921504,siren
-20.424332,91.86663,-57.114952,2.9358518,-11.369368,1.1060307,-14.472348,-5.319163,-26.981657,2.277398,-2.4835658,11.127374,1.1029872,4.1172495,-5.0069447,8.038828,-2.445653,-15.349565,-24.548159,7.8700175,14.389433,-1.1412001,-11.217617,10.524349,-5.5017,-17.154003,-5.895517,12.334294,-2.314845,-0.029846288,8.209182,1749.586438492659,1394.5219115725613,23.626000394607818,2918.464781746032,0.0138702765,0.19482633,0.16375635540674602,[98.68421053],0.2147810300219813,siren
-16.7419,115.11822,-56.72826,0.033857938,-4.34226,6.2618456,-16.824057,0.63134116,-13.054677,2.678312,-3.8559291,5.934502,-6.3567505,-3.246451,-15.467341,7.5217175,8.186076,-4.2765303,-19.33685,4.893393,7.9520807,-3.3728042,-14.437605,2.8033936,-0.18961324,-8.870151,-8.241066,6.9384747,1.0019811,1.494912,9.145708,1555.6473564347932,1286.331230334279,23.526620262441813,2465.277777777778,0.010905409,0.20105807,0.15685841393849206,[125.],0.21341012157859446,siren
