mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-62.829266,134.67693,-9.979989,17.375696,9.558456,0.6148466,-6.105836,14.670262,-3.7395284,-2.0231154,-2.001751,-0.87565416,-7.2395716,0.080288164,-10.632175,-3.7824636,-4.5388684,0.67764604,-7.28056,-1.451002,-8.091035,-0.68793726,-1.915872,1.2819611,-1.9479353,6.0712967,-0.74695176,-2.9717386,-6.7406387,1.8832874,9.4324465,1149.1225755403323,1411.5876993297172,23.992343371477467,2187.437996031746,0.0052246824,0.18631257,0.07665240575396826,[156.25],0.1370629398796937,street_music
-55.41152,134.34262,-10.463166,16.054564,10.80011,0.9012991,-3.7678947,14.456848,-4.3979225,-2.8640404,-3.1756537,-0.8193956,-7.5422096,-0.47964087,-13.079001,-0.7232431,-3.5541859,-1.987629,-7.270449,-1.1595583,-8.197914,0.3981396,-4.388374,0.38361004,-1.1719787,5.1361275,-0.7949184,-1.2532935,-7.1456943,1.6590344,10.670882,1151.3808683519082,1430.066462010565,23.590665750893525,2184.3998015873017,0.0055669164,0.19815466,0.07149832589285714,[156.25],0.14844097418771707,street_music
-57.001747,126.95415,-5.853224,13.954202,11.297015,2.0162866,-3.1209693,14.727895,-9.271873,-4.569014,-4.1256504,0.54428613,-4.225973,2.6954064,-8.189692,-3.8711686,-4.566697,-0.7544235,-5.9580398,-1.9752665,-9.200752,1.4668878,-2.6508222,2.1665795,-2.7457733,6.4783063,-2.5265758,-3.5603778,-6.3255396,3.6703472,9.563731,1261.9069433687168,1534.7214647244168,24.21859520575178,2521.7013888888887,0.0065424,0.1886599,0.08424014136904762,[156.25],0.18922144552519385,street_music
-68.71876,134.18448,-6.405873,15.176599,11.350804,4.9257016,-4.1209173,10.088187,-10.26946,-3.0207484,-5.614823,-1.512136,-4.1389265,2.3471696,-6.4181557,-2.5551045,-5.484951,-0.01356608,-7.9568224,-2.2937589,-7.999295,-0.7486683,-2.5149033,2.8600087,-3.8316143,3.4914997,-3.0405025,-2.4807162,-4.4149547,2.7139614,9.471622,1177.829006573753,1452.8266950540283,23.996521236296555,2328.187003968254,0.0052102557,0.18580937,0.07876829117063493,[156.25],0.11417405007091375,street_music
-137.82701,138.31421,-7.3084903,14.949386,8.890578,2.9534838,-11.082103,11.463159,-4.210528,-0.121612445,-1.0474992,1.1696749,-5.4790683,0.8096375,-7.5597496,3.375958,-2.9512005,1.2612046,-5.4499106,-0.20081441,-6.1280446,0.62815315,-3.235684,-0.16512054,-5.5348716,1.2538788,-0.84849674,-1.5896243,-5.5842032,3.006351,2.017894,1137.9653023184646,1415.680295273579,22.516707822099608,2125.372023809524,0.006495997,0.085376635,0.06948707217261904,[133.92857143],0.18764784360786138,street_music
-132.64973,131.74411,-5.9337115,14.825258,9.75586,0.70440227,-9.291629,13.174437,-2.6233468,2.5368328,-1.2048584,0.36523035,-8.6377125,2.1176808,-8.385038,-0.30341056,-3.5049345,1.4174964,-5.5718164,0.7301902,-6.423677,-0.40646985,-3.4470024,3.5575874,-3.593697,2.6709027,1.2528666,-2.268445,-8.594286,3.025898,1.9895223,1212.0688465893993,1488.3785160824589,23.02905165107793,2269.593253968254,0.0071948236,0.08537759,0.077880859375,[133.92857143],0.18508792436381868,street_music
-34.372112,112.287476,-44.754498,-11.565443,-18.897892,15.333183,17.782951,7.516784,-16.605986,-1.2314081,-7.3739796,-12.711644,-13.288295,0.61201084,-10.445724,-0.57569075,-9.053316,-7.3106275,-4.5567694,0.20445085,-5.416771,-2.3476496,-2.7563746,5.1178017,-4.846405,-1.6919067,-5.8022346,-0.85279185,-3.613362,-1.2231287,10.345276,1497.2551470986057,1339.835874643947,22.366952289407564,2577.752976190476,0.009516003,0.20425335,0.1364591083829365,[133.92857143],0.19878259387679328,siren
-154.18767,109.585144,-48.23782,-12.004414,-13.381666,17.315794,14.494092,4.76714,-17.19454,0.25913787,-5.6387057,-9.711915,-11.628822,1.975698,-7.203253,-0.963648,-11.071498,-5.2785873,-2.3519566,2.6903536,-2.7337856,0.09497939,-0.7687126,4.998403,-5.1980066,-2.4622607,-5.1581907,1.1439002,-1.3335375,1.0095352,0.9761049,1529.9310300728987,1349.7467001344398,21.34460946705754,2624.503968253968,0.0112377545,0.059660822,0.13965231274801587,[170.45454545],0.12150311683236287,siren
-160.19174,111.39172,-41.9547,-14.870998,-8.820876,17.532562,13.646502,6.538046,-15.5348015,0.43804097,-6.1478624,-6.749241,-9.698069,2.301897,-5.356184,-0.9788195,-11.022768,-2.4616995,-1.3794782,4.149713,-1.1980883,1.9946778,-0.43437415,4.4877095,-4.5010176,-0.7481136,-3.350838,3.0840116,-1.1242385,0.74015903,0.73380625,1531.6456663866566,1421.7355031694099,20.809645467199353,2634.4246031746034,0.01373097,0.050557032,0.13833472842261904,[144.23076923],0.11758672669204802,siren
-17.06497,104.14949,-35.28184,-15.123953,-1.6429195,20.8303,13.5758295,3.1639628,-14.731315,4.4840217,-3.1786685,-5.4282737,-9.5445795,2.1309147,-4.633298,-0.050279904,-10.299917,-1.7209498,0.01713068,6.772552,-1.7740014,2.1456413,0.035837997,4.4456377,-4.01942,-0.11634638,-1.7469052,4.7649817,-1.6817882,0.5011605,7.4024825,1640.9315157967749,1560.635623383484,20.111771774054347,2930.8035714285716,0.022022843,0.17822422,0.1456085689484127,[89.28571429],0.20245003786958726,siren
