mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-152.9591,6.8013415,34.38993,17.492397,-2.1420255,20.529526,-2.5520396,22.26209,-4.374102,13.28909,-2.0518253,3.5803857,3.0682988,-1.6472319,8.917467,-1.0207596,4.122067,1.8894306,-2.8037412,4.1403203,-8.125417,4.907462,-6.3249373,5.6898336,-2.8081899,3.1122072,-1.4711151,-0.76000965,-1.1001935,-0.7955387,1.027148,3900.100603235141,2051.362805796927,20.500433108808974,5839.161706349207,0.096719004,0.10736577,0.40378921750992064,[133.92857143],0.21879120549127615,air_conditioner
-203.36101,31.078142,41.60889,15.160261,-3.2067814,23.695456,-8.928069,28.789434,-8.854746,15.28597,-4.3581905,-0.80303913,6.2400703,-5.958827,12.417709,-2.883126,5.601649,0.6668402,-4.3273883,4.3770885,-10.321445,6.2018247,-8.066331,4.5440297,-2.0868697,3.6239727,-0.5043113,-0.8124633,-1.7541164,-2.2096016,1.0412072,3545.579344319223,1972.6111115055564,21.67470690744963,5313.430059523809,0.027737062,0.10886077,0.32878379216269843,[133.92857143],0.16289069139833487,air_conditioner
-183.79066,17.43638,40.38901,15.160942,-2.336461,20.577475,-6.1295605,24.794317,-6.773053,13.820732,-3.7508662,0.7270635,4.2795835,-3.7911785,10.840734,-1.4970682,5.563732,1.0198374,-3.5294898,4.2410746,-9.003501,5.3356605,-7.6109295,4.801362,-2.4002953,3.180302,-1.551377,-1.3045896,-1.4721624,-2.6856132,1.0340813,3791.2171358355604,2010.802064426376,21.269300617540317,5642.051091269841,0.0600972,0.10881056,0.3722446986607143,[125.],0.1706062552336126,air_conditioner
-168.12299,8.418799,38.178352,16.732815,-1.4026674,18.507668,-3.3059418,21.54235,-4.4726005,12.884765,-3.6919107,2.041529,2.939558,-1.5431122,8.556682,-0.2676651,4.6982217,1.4333214,-3.058762,3.3906312,-8.776772,4.2716775,-6.717168,4.7552023,-2.7102876,3.2794478,-1.8333758,-1.6369745,-1.6219877,-2.4907272,0.9783419,3911.280228509298,2063.890272337698,21.007438589852406,5886.966765873016,0.08745553,0.103701875,0.3943142361111111,[110.29411765],0.1901952162466277,air_conditioner
-188.36316,20.935595,38.13102,17.500107,-1.3682262,20.46828,-3.9342685,23.585016,-4.5310707,12.385098,-3.3834512,1.8608869,4.2633085,-2.3806515,8.835226,0.1288308,3.141199,1.650936,-3.3145514,3.6641023,-9.872579,4.0674353,-6.8885665,4.4675307,-2.3807368,3.3666391,-1.0789416,-1.2988459,-2.236646,-1.8780313,0.83503085,3606.7759646897384,2087.1712672222466,21.06861434002754,5673.549107142857,0.06175212,0.09210975,0.3360963851686508,[110.29411765],0.1851513925135518,air_conditioner
-225.2195,45.261917,38.12815,15.287559,-2.5571063,23.172298,-7.880806,29.584923,-8.044776,12.971688,-2.561194,-0.90790397,6.3693004,-6.167907,11.808016,-0.81502557,3.8369095,2.5531042,-5.1140485,5.314318,-11.564344,4.367389,-9.104037,3.8272078,-1.7371848,2.635356,-1.4246584,-1.6863015,-2.0478811,-1.3495386,0.7893873,3156.835096202324,2003.1900756187708,21.547630259610024,5145.337301587301,0.019628307,0.08817057,0.27746000744047616,[125.],0.16081951481906326,air_conditioner
-227.71356,46.44645,36.90102,15.701528,-1.2481738,21.496264,-7.028133,28.637585,-6.9661245,12.462754,-2.38746,-0.9287899,6.2850266,-4.9199543,10.554782,-0.64078075,3.53838,1.7920153,-4.280545,4.306541,-10.223089,4.732626,-8.26862,3.8078213,-1.3719293,3.0228493,-1.447374,-1.1094947,-1.9696295,-0.9712656,0.73487645,3062.0562446665967,2004.4049833740394,21.605503356852463,5116.753472222223,0.019371768,0.082777366,0.2509339347718254,[104.16666667],0.1862698838529698,air_conditioner
-228.69334,47.719326,36.078613,15.174646,-1.3880398,22.717697,-9.665908,30.125935,-6.693457,13.456861,-2.0241022,-1.6212441,7.540954,-6.6112866,11.443646,-2.218391,3.0610254,2.090916,-4.5900707,5.8051486,-10.372737,6.060433,-7.7939796,3.5214522,-0.612046,2.9644358,-0.5854932,-1.0921248,-1.7910618,-1.1918097,0.8183314,3087.1817471299255,1972.8696812532753,21.830624554982876,5086.309523809524,0.017206294,0.08838576,0.2661675347222222,[104.16666667],0.16331485852777428,air_conditioner
-226.95587,48.04507,35.745922,15.766832,-2.1409135,24.009602,-10.875277,31.191158,-7.320588,12.786389,-2.0759728,-1.8377209,8.849388,-6.8045526,12.701779,-2.429448,2.5305243,3.1938472,-5.4882946,6.048594,-10.985278,6.1515675,-7.8432536,3.4174254,0.34135792,2.6985009,0.5324475,-1.2724595,-2.0411057,-0.9431847,0.827047,3112.4987847111906,1960.3107675832978,21.910097339445517,5070.188492063492,0.01571884,0.09058823,0.27235630580357145,[110.29411765],0.18855323918623063,air_conditioner
-230.96933,52.192554,33.872646,15.348185,-2.7046542,22.98517,-9.159489,29.157017,-7.8335667,12.115941,-2.6446133,-1.933019,8.434796,-5.494218,12.387042,-0.7551777,2.348145,3.592507,-4.909299,5.5641766,-10.585065,5.804826,-8.026757,3.4636824,-0.46063864,2.859927,0.1934394,-0.8891664,-1.7524815,-0.86324036,0.7415199,2975.6756866737596,1959.4914855199706,21.878774564177633,5020.027281746032,0.015260154,0.08411601,0.2544759114583333,[89.28571429],0.1568870827832971,air_conditioner
-231.80338,51.878845,34.17676,15.864609,-3.316419,23.62806,-9.006709,29.526945,-7.887394,11.591589,-2.2622492,-2.054248,8.904543,-6.7935667,11.674548,-0.7882991,2.7935042,3.0793698,-6.2936897,5.4511714,-10.915665,5.6006885,-8.396519,3.482836,-0.9962613,3.501368,0.33281535,-0.16037992,-1.4868296,-1.010905,0.8268919,3006.731723362016,1950.6441146111524,21.99531257657329,5009.548611111111,0.015527791,0.08816982,0.2507052951388889,[104.16666667],0.16946326839793693,air_conditioner
-232.09866,46.209972,36.867947,15.027761,-3.9709618,25.355293,-9.696993,31.114164,-9.1140785,12.274899,-2.1810112,-1.467179,8.807752,-7.0269666,13.033896,-1.891822,3.6525478,1.8907386,-6.0918584,5.9178796,-11.298367,6.507267,-8.46288,3.738544,-1.3614942,3.550375,0.23102488,-0.756124,-1.503253,-1.2241851,0.887382,3195.4545938558904,1924.3407520534383,21.95295025785875,5071.056547619048,0.015592974,0.095959395,0.2805020771329365,[98.68421053],0.14664921713997653,air_conditioner
-229.84848,43.61311,38.891533,13.914658,-3.3574586,25.326479,-10.64681,31.637312,-9.241123,13.394752,-2.7971735,-1.6921215,8.31136,-6.7722845,14.044658,-2.6255205,3.65488,1.4758711,-5.3783817,6.2044225,-11.43461,6.9899855,-8.669987,3.6506805,-0.73829156,3.642062,0.08112555,-1.0574616,-2.0294285,-1.6425942,0.93316305,3282.5964873795815,1915.650237685606,22.04088293916625,5108.1349206349205,0.015220052,0.099763125,0.296111576140873,[125.],0.16303903122282554,air_conditioner
