Audio,Label
"[ 0.16650935  0.33541143  0.33345842 ... -0.02193289 -0.01702428
 -0.0203    ]",street_music
"[-2.4600391e-01 -3.4784940e-01 -3.0305463e-01 ... -5.5055775e-02
 -3.6039893e-02 -1.6401903e-04]",street_music
"[-0.00341551  0.03334769  0.09185908 ... -0.05621002 -0.12148703
 -0.17114629]",street_music
[0.02613096 0.10244685 0.13706721 ... 0.16779283 0.1488172  0.14980817],street_music
"[-0.01464181 -0.00833834  0.00577409 ...  0.06979391  0.00619302
 -0.04450154]",street_music
"[ 0.05337887  0.09591659  0.09318792 ... -0.23666361 -0.20932548
 -0.2046528 ]",street_music
[0.2216572  0.3455606  0.23660295 ... 0.1310351  0.27686036 0.5115363 ],siren
"[-0.01515415 -0.05255665 -0.07630747 ... -0.06330235 -0.07169354
 -0.06115428]",siren
"[ 0.11022662  0.1898344   0.15458542 ...  0.01237925 -0.00461962
 -0.00086748]",siren
"[-0.10585648 -0.04825121  0.1409267  ...  0.0061408   0.06860576
  0.1096783 ]",siren
"[-0.00284594  0.04107642  0.08089233 ... -0.02386856 -0.05177534
 -0.1957981 ]",siren
"[ 0.10242833  0.16014084  0.126546   ... -0.34611344 -0.33894444
 -0.33095074]",siren
"[-0.10439952 -0.12290177 -0.13949583 ... -0.01676317  0.04744451
  0.03109297]",siren
"[ 0.14997527  0.3029816   0.3117946  ... -0.2814713  -0.28682473
 -0.2556207 ]",siren
"[ 0.09439301  0.18556628  0.06023204 ... -0.02686263 -0.06020756
 -0.12717599]",drilling
"[ 0.22356188  0.46720675  0.37629303 ... -0.04459839 -0.09548803
 -0.09253821]",drilling
"[ 0.07381377  0.10489526  0.06186625 ...  0.04973608  0.13148205
 -0.11715761]",drilling
"[-0.01801399  0.11380528 -0.00582411 ... -0.19318588 -0.14229265
 -0.08338706]",drilling
"[-0.09829469 -0.06403906  0.06293354 ... -0.03051301 -0.06984468
 -0.05922597]",drilling
"[ 0.04381507 -0.04071301 -0.18552098 ... -0.21504211 -0.12355543
  0.20389363]",drilling
[0.07783858 0.08901937 0.0285469  ... 0.02013295 0.0801506  0.00875196],drilling
"[ 0.06226421  0.13065247  0.10522094 ...  0.06096214  0.02997626
 -0.09090568]",drilling
"[-0.10725032 -0.21140257  0.08870623 ... -0.03602745 -0.0610431
 -0.0796182 ]",drilling
"[-0.01324054  0.06409059  0.08238444 ... -0.14628978 -0.16066334
 -0.11022413]",drilling
"[ 0.02466839  0.02672566  0.018494   ... -0.01937869 -0.01402607
 -0.06550147]",drilling
[0.04541668 0.04692858 0.08075377 ... 0.21542606 0.16968666 0.17817956],drilling
"[-0.01496394  0.00901044 -0.07304967 ... -0.02939231 -0.06649804
 -0.02563366]",drilling
"[ 0.01672029  0.02691817  0.01760197 ...  0.19272128  0.03486093
 -0.16653156]",drilling
"[-0.13193701 -0.19664428 -0.01948199 ...  0.02187924 -0.01849011
 -0.17092751]",drilling
[0.06265302 0.11863133 0.14013834 ... 0.07037304 0.0548229  0.11605229],drilling
"[ 0.03040818  0.05575418 -0.01457795 ... -0.00145199 -0.00779357
 -0.00389927]",drilling
[0.01908416 0.06170099 0.06804083 ... 0.01322651 0.01799027 0.15332127],drilling
"[-0.05711464 -0.15765409 -0.0360054  ...  0.03668407 -0.07251455
 -0.20141572]",siren
"[ 0.01526322  0.03184747  0.04634573 ... -0.10295606 -0.02618011
  0.13904801]",siren
"[-0.17896907 -0.3338544  -0.28643757 ... -0.0208816   0.05184201
  0.1473416 ]",siren
"[ 0.2151991   0.46514556  0.4651967  ...  0.4680307   0.23956533
 -0.06621699]",siren
[0.11123469 0.15961152 0.05639119 ... 0.3529853  0.41017434 0.37371793],siren
"[-0.11577079 -0.27093995 -0.27731714 ...  0.29986867  0.31597832
  0.31581438]",siren
"[-0.00290278 -0.02615827 -0.05893214 ...  0.03600513  0.12067465
  0.12999728]",siren
"[-0.03860578 -0.11019599 -0.13998367 ... -0.37699428 -0.16999175
  0.02544885]",siren
[0.02186387 0.11639839 0.05228932 ... 0.18445049 0.14896412 0.12880243],siren
[0.10009985 0.260268   0.20849103 ... 0.05180879 0.3327241  0.6989836 ],siren
"[ 0.05767912  0.08036887  0.02164206 ... -0.20500368 -0.22697206
 -0.28311437]",siren
"[ 0.33298948  0.51587886  0.33291543 ... -0.05668442 -0.07880731
 -0.09093992]",siren
"[-0.15546562 -0.2745486  -0.27727172 ...  0.10759063  0.11020681
  0.154419  ]",siren
"[-0.19430022 -0.23753971  0.01105839 ... -0.08640661 -0.18777475
 -0.11061241]",siren
"[ 0.09109312  0.13486224  0.02602478 ... -0.03817926 -0.07610215
 -0.11143917]",siren
"[-0.04848467 -0.10248535 -0.00217984 ... -0.30783978 -0.08614913
 -0.10876006]",siren
"[-0.04136527 -0.05640529 -0.05036723 ...  0.04684237  0.00395301
 -0.17404476]",siren
"[-0.01826254 -0.26931673 -0.40522993 ...  0.21056928  0.13628736
  0.15381636]",siren
"[-0.21400808 -0.3539217  -0.20140275 ... -0.20709428 -0.2054706
 -0.23119521]",siren
"[-3.1415519e-05  1.5440501e-05 -6.5191284e-06 ...  5.7867505e-03
 -6.3765228e-02 -4.8976995e-02]",siren
"[ 0.18534271  0.33024856  0.28388754 ... -0.01766193 -0.03364908
  0.01132085]",siren
"[ 0.00235618  0.01362109  0.02496168 ... -0.6232363  -0.69151527
 -0.7746992 ]",siren
[0.05960811 0.12953797 0.13097787 ... 0.22646812 0.18869859 0.26709458],siren
"[-0.22190812 -0.3341418  -0.2677767  ... -0.16076751 -0.16436517
 -0.14538558]",siren
[0.10908248 0.20765178 0.19374688 ... 0.17176378 0.13869801 0.11841463],siren
"[-0.06688657 -0.09206964 -0.01433876 ...  0.06498011  0.05782272
  0.08776254]",siren
[0.10970514 0.20484552 0.2561362  ... 0.01436349 0.0393309  0.1160588 ],siren
"[ 0.22480813  0.35685176  0.20680404 ... -0.05091904 -0.08734085
 -0.04779294]",siren
[0.0572268  0.10768691 0.10089198 ... 0.25806117 0.14667529 0.07050545],siren
"[ 0.04498347  0.06799091  0.05703202 ... -0.1062855  -0.08177977
 -0.03270642]",siren
"[-0.25869533 -0.2534667  -0.04144907 ...  0.26968068  0.3663493
  0.430931  ]",siren
"[ 0.12023149  0.12747854  0.0412676  ...  0.19283335 -0.00539685
 -0.09901204]",siren
"[ 0.11842551  0.12370987  0.0173307  ... -0.06110974 -0.34127244
 -0.7141033 ]",siren
"[ 0.00215579  0.06961641  0.14293791 ...  0.4516464   0.17654295
 -0.14000379]",siren
"[-0.20713225 -0.3490546  -0.24526203 ...  0.5177757   0.48541796
  0.324385  ]",siren
"[-0.13678995 -0.2530339  -0.1890115  ... -0.18763697 -0.16661704
 -0.20354417]",siren
"[ 0.0680801  -0.08401749 -0.33026132 ...  0.10490773  0.10241969
  0.07180189]",siren
"[-0.31425804 -0.5152167  -0.44198525 ...  0.09590875  0.11426786
  0.1013503 ]",siren
[0.01227858 0.0135775  0.06170154 ... 0.15637982 0.19439985 0.23208943],siren
[0.05316683 0.12643513 0.1057361  ... 0.4109675  0.4318008  0.53921884],siren
"[-0.00088392  0.00683238 -0.00092038 ...  0.19060394  0.17712283
  0.1473574 ]",siren
"[ 0.16300452  0.29097903  0.30423018 ... -0.22898582 -0.2207019
 -0.19377375]",siren
"[ 0.09697638  0.11120114  0.01064053 ... -0.03540991 -0.05019338
 -0.0768896 ]",siren
"[-0.17122588 -0.2490411  -0.17186219 ... -0.17609885 -0.00587755
  0.04464198]",siren
"[-0.06196189 -0.0899685  -0.04944578 ...  0.1531114   0.11680943
  0.10863643]",siren
"[ 0.02768475  0.01289292 -0.08240082 ... -0.39937046 -0.48337477
 -0.48910978]",siren
[0.05482896 0.08149898 0.09221529 ... 0.3252088  0.32905498 0.27429825],siren
"[ 0.02303488  0.04043896  0.0393616  ... -0.0666339  -0.06590585
 -0.08725508]",dog_bark
"[-0.3816639  -0.6369428  -0.5807875  ...  0.11333157  0.09090625
  0.07041859]",dog_bark
"[ 0.01995578  0.01291804 -0.01118376 ...  0.07605352  0.04718241
  0.03626354]",dog_bark
"[-0.35217282 -0.6246336  -0.5046438  ...  0.18871751  0.32947287
  0.45030978]",dog_bark
