mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-167.17273,37.551395,-144.22375,-35.90785,-30.172607,-21.588617,6.747205,17.267878,8.405311,-1.801521,-8.601752,-7.680869,2.1736493,-0.5933665,-12.883449,-8.183989,-2.2883878,4.4340897,-8.990949,-11.143784,7.392878,-6.6881347,-2.2133682,-1.7610327,0.71605384,-0.6640343,-10.066961,1.0412813,5.737902,1.5704954,6.128431,1826.132341753472,1111.5840765852279,22.366481022998578,2624.0699404761904,0.0076777413,0.15245849,0.18206302703373015,[93.75],0.053032237405788954,dog_bark
-40.626705,75.31894,-29.27808,57.38278,-4.491027,20.376087,-0.557949,10.63357,1.9669008,1.1498783,9.3887,1.8112303,5.6240406,7.619743,-2.3875039,9.222191,-1.6005741,3.0448773,0.23263872,6.53614,0.12818258,7.1356993,-1.5718048,-0.51864254,-3.3024082,-1.1337932,-4.935347,3.0092442,-1.7677593,2.5393372,3.9262612,1959.991115480996,1635.5292997205154,21.560444424189043,3780.0719246031745,0.024944194,0.14257628,0.18505084325396826,[144.23076923],0.1907420986897143,children_playing
-20.272865,90.23046,-27.336494,48.92491,-0.89862025,29.235838,0.68847233,9.386215,1.9557558,-1.0613706,4.2190647,6.60058,3.354535,7.611336,-3.5083768,0.9679677,-2.2472878,9.972597,3.2641528,5.8000317,-0.72887033,1.7953066,-2.9828305,2.506491,-3.5708628,0.7056092,-2.2046454,4.258576,-3.5824397,-1.9968525,7.937351,1678.3692855952056,1608.6610148013451,21.285763633177897,3498.7599206349205,0.017343683,0.18882892,0.1344478546626984,[156.25],0.20572031515852138,children_playing
-51.45153,75.05556,-17.392136,50.10095,-3.3616161,18.511786,-1.5295819,7.655841,0.7162573,-1.6734217,11.165794,4.1301374,4.5484924,0.8616629,-0.8763188,7.0630817,0.666196,5.6305485,-4.838658,4.613529,-4.991597,3.6060095,-3.1846468,0.12159575,-4.006445,-0.20940869,-5.5737367,-1.4377528,-3.2207956,4.7093387,4.5569034,1968.1894142668186,1741.186856521477,22.21698141844062,3990.1413690476193,0.029068822,0.14075288,0.16432989211309523,[144.23076923],0.15279180367824413,children_playing
3.1353984,79.541695,-28.834671,56.67371,1.6699251,26.389896,-2.9809625,14.829514,1.5160183,-3.4583688,6.3807507,6.2537045,1.9396647,11.757882,-2.357613,3.4644086,-5.8881617,7.89923,3.809344,4.069582,-0.104795896,3.1327462,-2.6747062,1.988345,-0.5173561,4.600198,-3.9295535,0.8253247,-4.7767816,2.8893182,10.5763,1854.0687464790722,1644.792636306666,21.406098396158256,3781.125992063492,0.02184031,0.2242814,0.15682353670634921,[89.28571429],0.21402891934049492,children_playing
-29.5082,88.32883,-14.2839155,50.04503,3.1278675,26.222383,1.4317237,10.155597,0.44538587,2.2378075,4.408525,7.7659993,2.740125,6.0112944,-5.630492,3.539652,-2.7023394,6.35867,1.0243376,3.5540557,-2.3334067,3.045077,-2.5219836,1.150182,-4.040077,4.21915,-0.032832917,2.0744522,-3.348121,0.23103905,12.070246,1616.2177881314865,1699.5013624583084,20.89827448212236,3567.1502976190477,0.015831837,0.21360238,0.09583488343253968,[85.22727273],0.20481484542943823,children_playing
-30.517662,91.851425,-8.521329,49.248768,4.8838873,24.257679,-1.6947521,11.8947315,-0.15067504,3.6684992,7.782496,7.775934,2.074968,4.9724517,-4.419068,3.0403376,-3.8807697,4.813246,-1.688174,7.513213,-0.3371864,5.6527357,-2.2166488,1.1719191,-2.6615348,2.2290857,-1.1470574,3.4773378,-3.4062169,-0.20951211,9.230679,1542.0479361097925,1713.8970884470257,20.865581879059256,3503.348214285714,0.01465081,0.19759868,0.095458984375,[104.16666667],0.19901248165053653,children_playing
-12.712048,88.27735,-8.859564,39.18869,3.164229,31.041557,4.8545413,12.007501,2.3426905,2.8597498,5.0459237,5.5473886,-0.4010373,5.53171,-4.28886,7.63853,-0.034429546,4.792265,-1.5536162,3.6521556,-1.6623523,3.7303996,-5.318699,1.6548884,-4.9222703,0.962739,-2.419444,3.6812408,-2.940946,1.338827,12.825972,1605.563658346192,1770.2882993484411,20.646418428767376,3706.4112103174602,0.016771404,0.23175335,0.09350973462301587,[98.68421053],0.20918625320938725,children_playing
-32.91878,94.362206,-15.5484,49.97661,0.46310928,30.774054,1.449838,15.433657,-1.0595459,3.3836777,7.588776,6.5666075,3.6771908,5.62778,-3.5235455,4.6983356,-3.6666288,3.279688,-0.84239215,5.0613685,0.041022066,5.2231665,-3.3626733,0.109935425,-3.3040261,0.97415406,-2.092878,2.6992497,-0.43351334,1.9671379,11.292072,1528.4031739418388,1666.3810063020978,21.326038006335136,3444.2584325396824,0.010792099,0.21534857,0.08806501116071429,[110.29411765],0.20265267194216874,children_playing
10.129854,52.496647,-29.899126,42.82932,-1.8220086,19.837873,0.82747597,5.377004,-5.7564445,3.0007374,-2.2240582,6.477745,-0.064435765,4.325063,-0.061905943,2.9419467,-1.6943027,5.162756,-1.0844439,-0.3766319,-0.46060625,2.602791,-4.079401,1.2355793,-5.2313,1.6137706,-4.910443,-2.8980703,-6.1232905,-0.26867557,3.6624918,2375.7812215185018,1754.8403571261292,19.97447330253865,4237.103174603175,0.10344098,0.1421595,0.24178059895833334,[81.52173913],0.07846678084574524,air_conditioner
