Audio,Label
"[-0.01725185 -0.06614445 -0.0717868  ... -0.09328727 -0.1173712
 -0.07241867]",dog_bark
[0.00766946 0.0048463  0.00724115 ... 0.15878424 0.2970068  0.4018438 ],street_music
"[ 0.18523684  0.3044588   0.28360948 ... -0.12877935  0.02647974
  0.03872386]",street_music
"[ 0.10467362  0.26169217  0.23779339 ...  0.01129987 -0.07544278
  0.04275394]",street_music
"[-0.03496758  0.00934488  0.07139115 ... -0.16985446 -0.05238056
  0.10874568]",street_music
[0.15025406 0.18090165 0.12042589 ... 0.070294   0.0514918  0.10384151],street_music
"[ 0.11902804  0.20962465  0.15953541 ... -0.16189678  0.1039843
  0.3112855 ]",street_music
"[ 0.00901577  0.01695672  0.01533736 ... -0.03730156 -0.04986472
 -0.03976194]",dog_bark
"[-0.00224979 -0.0045577  -0.00294068 ... -0.17178874 -0.15486763
 -0.10973915]",dog_bark
"[-0.03482671 -0.01327824  0.07076082 ... -0.03939068 -0.02519478
 -0.0171863 ]",dog_bark
"[ 9.94795755e-06  7.17700677e-05  1.36763803e-04 ...  8.59569293e-03
 -6.03403859e-02 -1.04311824e-01]",jackhammer
[0.20716494 0.16952705 0.08732729 ... 0.25825125 0.18707561 0.21007873],jackhammer
"[-0.11008116 -0.09050112 -0.18741952 ... -0.06887282  0.04301261
 -0.05386149]",jackhammer
"[ 0.14210558  0.11011118  0.08394622 ... -0.05970658 -0.06092596
 -0.06897464]",jackhammer
"[ 3.0808828e-10  1.5132769e-09  3.4227066e-09 ... -2.2134453e-03
 -1.9630594e-03 -1.8422693e-03]",siren
"[-0.16919982 -0.32398644 -0.27554566 ... -0.04407036 -0.11009979
 -0.08557383]",street_music
"[-0.10688977 -0.24109788 -0.2939989  ...  0.01895097  0.02229522
  0.05022292]",street_music
"[-0.13677457 -0.13960485 -0.01439313 ...  0.2541317   0.26323286
  0.31147394]",street_music
"[-0.03326628 -0.00481589  0.11568099 ...  0.10517177  0.1562958
  0.12705609]",street_music
[0.1428482  0.2325555  0.25153816 ... 0.5654727  0.54338866 0.5523225 ],street_music
[0.09814233 0.21490867 0.21935494 ... 0.0322644  0.09132307 0.1589575 ],street_music
"[ 0.00642609  0.00928222  0.0066972  ... -0.2252831   0.2747888
  0.32088637]",dog_bark
"[ 1.0668943e-04  1.6401602e-04  2.1059179e-05 ... -7.8808109e-04
 -7.5444614e-04 -7.5313519e-04]",dog_bark
"[-0.00011366 -0.00026621 -0.00028264 ... -0.00014452 -0.0001601
 -0.00022133]",dog_bark
"[ 6.5668404e-02 -1.4043579e-01 -3.8027534e-01 ...  1.3542961e-04
 -1.6043888e-03 -4.1059838e-03]",dog_bark
"[-0.0041283  -0.0059254  -0.00336022 ... -0.00021196 -0.00010952
 -0.00013859]",dog_bark
"[ 0.13006817  0.21259873  0.17922379 ... -0.04482507 -0.01107767
  0.02838454]",car_horn
"[-0.00349751 -0.00464193 -0.00201576 ...  0.7341004   0.87232536
  0.8066031 ]",dog_bark
"[ 0.00395805  0.00694148  0.00490929 ... -0.00020307  0.0004993
  0.00064003]",dog_bark
"[-6.22750449e-05 -2.77080631e-04  1.56162784e-03 ... -1.05634324e-01
 -3.39893788e-01 -3.54988277e-01]",engine_idling
"[-0.00208192  0.04111416  0.03224517 ... -0.05138117 -0.0619326
 -0.0624361 ]",engine_idling
"[-0.20643269 -0.16477096  0.04661887 ... -0.13572955  0.14569916
  0.26350245]",engine_idling
"[ 0.0582324  -0.0718753  -0.0438619  ...  0.13740861  0.02379041
 -0.21082   ]",engine_idling
[0.12450175 0.20709874 0.03163035 ... 0.12214439 0.01746749 0.0135739 ],engine_idling
"[-0.23854545 -0.4538893  -0.37866458 ...  0.10480129  0.05602099
 -0.01252052]",engine_idling
"[ 0.07064568  0.13123365  0.04531894 ... -0.03853196 -0.11971831
 -0.36996907]",engine_idling
"[ 0.02813834  0.14130236  0.14651774 ... -0.2192755  -0.19906351
 -0.21809822]",engine_idling
"[-0.18733928 -0.12367437  0.10096216 ... -0.13155347 -0.14187786
 -0.07058401]",engine_idling
"[-0.00815395  0.04588016  0.09697908 ...  0.01063577  0.00500839
  0.00855929]",engine_idling
"[ 0.01473063  0.03725949  0.05556421 ... -0.05249799  0.03991057
 -0.02607581]",engine_idling
"[-0.02449539 -0.07179939 -0.11747529 ... -0.36732396 -0.26290584
 -0.06453217]",engine_idling
"[-0.19607025 -0.11559533  0.13464794 ... -0.0823077  -0.03857186
 -0.02781328]",engine_idling
[0.04358083 0.19315523 0.19402465 ... 0.09707984 0.1166284  0.11211457],engine_idling
"[ 0.01975735  0.11879057 -0.02295831 ... -0.71162814 -0.47747827
 -0.25409   ]",engine_idling
"[ 0.04336992  0.03675234 -0.03366417 ... -0.00369051  0.10657946
  0.20236857]",engine_idling
"[ 0.00484816  0.00379285  0.00350321 ... -0.19072561 -0.00201111
  0.3224619 ]",drilling
"[ 0.0160606   0.1174639   0.28533307 ... -0.04106767 -0.22687225
 -0.17289768]",drilling
"[ 0.1782094   0.18508543 -0.08495623 ... -0.0964544  -0.34527928
 -0.5221192 ]",drilling
"[-0.00927436  0.09508561  0.05666609 ... -0.24041665 -0.30011705
 -0.1848875 ]",drilling
"[-0.15146899 -0.15078351  0.07070997 ...  0.02230314  0.01282718
 -0.01674199]",drilling
"[-0.00099885 -0.00616774 -0.00169485 ... -0.14911227 -0.11738109
 -0.19154388]",drilling
"[ 0.07563108  0.1388676   0.11565004 ... -0.09361091 -0.17236985
 -0.48349008]",drilling
"[ 0.09998719  0.13035089 -0.07912973 ... -0.09903546 -0.07474721
 -0.02192263]",drilling
