Audio,Label
"[-0.003262   -0.00556999 -0.00506115 ... -0.05976551 -0.04606121
 -0.00295008]",dog_bark
"[ 0.08643644  0.11893617  0.07249563 ... -0.2725588  -0.258653
 -0.03582535]",children_playing
"[-0.14496    -0.16987723 -0.06719013 ... -0.01468107 -0.09052135
 -0.13280764]",children_playing
"[ 0.00525963 -0.01984297 -0.06145896 ... -0.10665563  0.01481829
  0.0017301 ]",children_playing
[0.08800662 0.36924356 0.4140582  ... 0.0615735  0.08541191 0.31133664],children_playing
[0.20230067 0.42146307 0.2955534  ... 0.22733644 0.2923242  0.32056865],children_playing
"[-0.08082117 -0.19655016 -0.08408154 ... -0.00161231 -0.04720648
 -0.05233835]",children_playing
"[ 0.21521668  0.32690504  0.2531307  ... -0.26395658 -0.26169214
 -0.26721203]",children_playing
"[-0.07260486 -0.06773783  0.00860206 ... -0.06262252  0.11296014
  0.28702548]",children_playing
"[ 6.2653706e-12  6.1940307e-11 -1.5305776e-10 ...  1.0433221e-01
  8.6161315e-02  2.0922389e-02]",air_conditioner
"[-0.1307624   0.0450351   0.12583688 ... -0.26278275  0.00305061
  0.2503511 ]",air_conditioner
"[ 0.09665397  0.1288636  -0.0496077  ...  0.07855427  0.05925165
  0.08008366]",air_conditioner
"[ 0.08157879  0.0144816  -0.05728811 ... -0.11063819 -0.02210568
  0.11041573]",air_conditioner
"[ 0.02852536  0.10199291  0.03018532 ... -0.14057785 -0.00510202
  0.06121565]",air_conditioner
"[ 0.0978578   0.01989969 -0.06509423 ... -0.24074398 -0.05851609
 -0.0698007 ]",air_conditioner
"[ 0.0890876  -0.04002101 -0.3328276  ... -0.05034336  0.0599638
  0.32452717]",air_conditioner
[0.02135841 0.13852654 0.1967295  ... 0.07680871 0.17470376 0.10449862],air_conditioner
"[ 0.06191022 -0.35158786 -0.520755   ... -0.21613327  0.07184324
  0.29282418]",air_conditioner
[0.0156557  0.14162998 0.2655828  ... 0.05929283 0.28778943 0.32538098],air_conditioner
"[ 0.2000726   0.23601672 -0.04926494 ...  0.1419112  -0.07295626
  0.22024268]",air_conditioner
"[ 0.0852997  -0.07163394 -0.3012749  ... -0.32238317 -0.19458362
  0.01199136]",air_conditioner
"[ 0.17314823  0.49428132  0.3592686  ... -0.06067236 -0.01245228
  0.39260444]",air_conditioner
"[ 0.22091965  0.13680191 -0.1902321  ... -0.05501055 -0.15982515
 -0.11454247]",air_conditioner
"[-0.07047024 -0.28710052 -0.4227871  ...  0.03414399 -0.09107524
 -0.02268258]",air_conditioner
"[-0.04674922 -0.2453748  -0.39201984 ... -0.06953419  0.00308425
  0.10642511]",air_conditioner
"[ 0.03761048  0.16353564  0.16307229 ...  0.14311206  0.02173651
 -0.01348624]",air_conditioner
"[-0.02786434 -0.05473189 -0.03798094 ... -0.35240564 -0.4695322
 -0.19552362]",air_conditioner
"[ 0.06843503  0.16278736  0.15973832 ... -0.17537005  0.03438673
  0.08943333]",air_conditioner
"[ 0.07323848  0.04044029 -0.25620455 ...  0.14557192  0.14678024
  0.20023331]",air_conditioner
"[-0.03335465  0.08332507  0.3369007  ... -0.10422201 -0.23616669
 -0.201729  ]",air_conditioner
"[ 0.17385499  0.34132397  0.27110463 ... -0.15726504  0.03075662
  0.25031427]",air_conditioner
"[-0.14058542 -0.28757927  0.02529184 ...  0.10597848  0.09940068
  0.2521092 ]",air_conditioner
"[ 0.10655316 -0.01558808  0.03751604 ... -0.24143216  0.01545873
  0.46240902]",air_conditioner
"[-0.02561525 -0.25525594 -0.20188306 ...  0.0035264   0.23553582
  0.3721407 ]",air_conditioner
[0.29605892 0.33059058 0.13580354 ... 0.46966025 0.27085945 0.17078193],air_conditioner
"[ 0.3863026   0.49597564  0.02697232 ... -0.3436183  -0.054989
  0.14353722]",air_conditioner
"[ 0.09874547  0.03255644 -0.02899112 ...  0.03373484  0.12873374
  0.16127506]",air_conditioner
"[-0.03263289 -0.15565282 -0.12999529 ... -0.06135965 -0.13811481
 -0.07292047]",air_conditioner
"[ 0.04339295  0.02139261 -0.13788895 ...  0.11920176 -0.03101026
 -0.07003506]",air_conditioner
"[ 0.02209401  0.05587268 -0.07365825 ...  0.16307758  0.10579656
  0.34131286]",air_conditioner
