Audio,Label
"[-0.0001202  -0.00021751 -0.00018509 ... -0.05268504 -0.05205409
 -0.06006951]",dog_bark
"[-0.00069776 -0.00116184 -0.00104835 ... -0.00030299 -0.00026768
 -0.00036425]",dog_bark
"[ 0.2758096   0.44251096  0.3441122  ... -0.00676385 -0.00284948
 -0.00144936]",dog_bark
"[ 0.01795456  0.00793205 -0.02440267 ...  0.0465484   0.02853094
  0.00710831]",dog_bark
"[ 0.00064481  0.00123164  0.00439628 ... -0.03958198 -0.03611379
 -0.03273116]",gun_shot
"[ 0.05943601  0.09582438  0.08065652 ... -0.07443265 -0.05633806
 -0.06621709]",dog_bark
"[ 0.11462761  0.17980817  0.14345007 ... -0.1541263  -0.14873205
 -0.17914678]",dog_bark
"[-0.07086413 -0.10947059 -0.11238577 ...  0.0646532   0.0509659
  0.02242955]",dog_bark
"[-0.10133334 -0.14536192 -0.14866386 ... -0.12722649 -0.10861979
 -0.10480534]",dog_bark
[0.01060156 0.03894056 0.03035684 ... 0.18473347 0.16311686 0.17837237],jackhammer
"[-0.12909283  0.12690881  0.17197165 ... -0.02057274 -0.06019029
  0.00516055]",jackhammer
"[ 0.03857266 -0.02624656 -0.04952947 ... -0.43656382 -0.26976547
 -0.13020281]",jackhammer
"[-0.05171433 -0.07308416 -0.07015876 ...  0.01910064  0.11840032
  0.0698567 ]",jackhammer
"[-0.36108133 -0.45148703 -0.17463355 ...  0.2810863   0.12047474
  0.08355713]",jackhammer
"[ 0.06278914  0.13921055  0.00872103 ...  0.04615123 -0.11909006
 -0.03869469]",jackhammer
"[ 0.08345823  0.14711684  0.11432625 ... -0.14142784 -0.14744619
 -0.03481908]",jackhammer
"[ 0.07016543  0.09945261  0.05498303 ... -0.14749888 -0.18059164
 -0.20976627]",jackhammer
[0.02420111 0.07916213 0.01603958 ... 0.07634459 0.00840219 0.2504518 ],jackhammer
"[-0.11280109 -0.20651647 -0.20597793 ... -0.1250985  -0.09568577
 -0.06643557]",jackhammer
"[-0.03936119 -0.08450887 -0.06447671 ... -0.03103841 -0.03680412
 -0.06843776]",jackhammer
"[-0.02980176 -0.01674122  0.05175827 ...  0.09755407  0.16774635
  0.19929877]",jackhammer
"[ 0.11442009  0.13541773  0.14744422 ... -0.33773533 -0.08882485
 -0.35127184]",jackhammer
[0.10922255 0.16738278 0.15228428 ... 0.07373182 0.06421648 0.06472944],jackhammer
"[-0.18774559 -0.21616702 -0.29759356 ...  0.24965256  0.25842583
  0.23830605]",jackhammer
"[-0.01635404 -0.16307272 -0.09930016 ... -0.09588259  0.07296184
  0.22727239]",jackhammer
"[ 0.07263725  0.06073731  0.07908025 ...  0.22126974 -0.02471611
  0.03709676]",jackhammer
"[ 2.1159577e-01  2.8350461e-01  5.2613668e-02 ... -1.2791079e-01
 -1.5498856e-05 -1.6978505e-01]",jackhammer
"[-0.06112496 -0.2865388  -0.3463681  ...  0.01881594 -0.05443208
 -0.04611857]",jackhammer
"[ 0.04965654  0.31416032 -0.49261603 ...  0.15242246  0.12546515
  0.01831482]",jackhammer
