mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mel_spectrogram,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,spectral_flatness,rms,zero_crossing_rate,tempo,tempogram,Label
-45.14524,85.2474,-48.049404,4.903773,-19.522429,2.89603,-7.050953,2.5376964,3.8903475,6.1993117,8.2424345,-0.54093987,0.37917328,-1.8296733,-3.722666,-1.2082272,-1.1545857,4.7474494,-2.1010697,6.3745337,-3.471024,0.0676862,-4.833066,3.9040952,-3.1107938,3.6524663,-1.7024564,1.6106507,-4.0525155,1.5566304,4.339526,1897.5376668642539,1545.444735532173,20.480560515252797,3432.6016865079364,0.048049726,0.12635836,0.16902669270833334,[117.1875],0.12260784142174187,dog_bark
-28.05132,65.97113,-27.783863,1.6326045,-5.3082924,21.669224,-19.124657,18.922312,4.8588395,5.6976805,-7.832728,-1.8686327,-0.32919523,10.707548,4.090102,2.2435598,6.466677,-3.7856088,-9.523987,3.936478,1.1637231,5.137402,5.304319,3.0834496,-4.963442,2.740897,-3.9048345,7.6989813,2.6797354,1.2609304,10.907627,2182.1810499498097,1824.983473717121,22.772262918244717,4540.116567460317,0.032745752,0.19000542,0.15782722594246032,[117.1875],0.20046336088812086,street_music
-12.43142,55.27987,-24.664951,5.101215,2.3834934,23.021334,-21.83487,16.045195,0.91631204,8.756557,0.009661535,0.892896,-2.0630636,7.945715,2.2740593,0.08327302,4.9014106,1.9082845,-4.89185,0.8663726,-1.3905802,0.030978452,0.683374,4.199489,-0.08821044,5.895258,0.94721407,2.7508545,-0.7586403,4.5255327,3.6340013,2475.4636633718164,1939.2760447687792,21.259818189994135,4939.856150793651,0.09269908,0.13002984,0.2231600322420635,[117.1875],0.17687503261276824,street_music
-31.07148,57.343803,-24.758997,-2.3652,1.6371489,24.222466,-14.564162,20.767874,-2.8429196,6.808736,-6.689799,1.4757369,3.1072817,10.681866,4.1567135,2.6546168,2.7072153,-10.4033575,-5.19732,6.519557,0.7928984,2.9134083,1.9006377,-2.2134507,-5.670485,2.6222453,1.5225166,11.991361,0.61498344,-0.8991652,5.0313897,2408.40948251128,1949.3209611392408,22.32143415601097,4983.692956349207,0.051554907,0.14308578,0.17523096478174602,[117.1875],0.1784783977545077,street_music
4.901559,73.00089,-37.90981,13.050281,-7.463858,18.669508,-18.140533,22.734972,-1.17148,2.937817,2.8264782,3.230076,-1.2982373,6.200318,3.8953376,0.07820436,1.7443254,3.516779,-1.3725665,3.7031693,-2.0733855,-0.6928941,0.46044046,5.1854835,0.14385316,6.3893466,-0.48386142,3.4742818,-4.663002,-0.06503182,4.253873,2146.525673602574,1734.3959476254051,21.19797053813618,4343.315972222223,0.0654868,0.14227264,0.19911024305555555,[156.25],0.19872369950884058,street_music
33.70011,64.092,-38.3229,14.561351,-8.09515,18.501907,-21.360222,25.323847,-2.6628573,-3.1680655,1.4531637,3.28362,0.0032213982,5.8755026,2.1293888,-0.7430965,2.5785334,2.340018,-2.3902178,2.9532576,-2.2298703,0.47921577,0.81185514,5.372808,1.2570081,7.752094,2.1842885,3.211582,-3.73755,-0.39515343,6.7583566,2305.0675748697163,1751.4082458739965,21.275923624922903,4507.440476190476,0.07916415,0.18535721,0.22756231398809523,[98.68421053],0.21735282683284637,street_music
-6.0894933,68.5108,-37.28641,0.43081495,-1.8256049,23.051647,-12.62501,19.973133,-4.437626,0.18703797,-6.395415,0.7279743,3.2293978,11.264042,3.1957996,0.12314546,1.5285755,-2.0799625,-2.9809675,5.0876503,-0.5484808,0.9582325,-0.09420428,0.7715144,-1.9523741,5.2621355,2.8338764,7.633683,-2.8287659,-2.4004567,9.598097,2146.7009074022417,1768.757740335624,21.936940419824964,4410.77628968254,0.051727008,0.18254016,0.1809353298611111,[110.29411765],0.19317413737263664,street_music
-191.60674,98.22918,-80.51558,-52.838634,-24.849403,-32.12934,-42.464985,-16.656084,-19.95549,-18.372671,-19.08443,-11.38859,-4.6635065,4.531536,2.449308,5.4274926,-3.7898307,-4.144051,-5.9627213,1.1118726,-2.639449,-3.3740065,-3.6868606,0.33559677,-0.413893,2.4376192,4.686383,6.933496,0.4414025,2.618411,3.6528218,1438.0363751995578,1267.9210963327769,24.11484100463944,2129.154265873016,0.010214243,0.08109688,0.12216331845238096,[78.125],0.08160813346183354,dog_bark
-219.0272,102.86612,-67.03117,-52.058006,-27.337456,-33.509106,-40.212433,-17.759687,-18.94406,-15.554698,-18.940104,-11.41001,-3.9343054,4.04976,1.8808118,2.306915,-2.4749124,-2.4064293,-5.1826277,1.5521607,-1.37018,-1.5607339,-2.6029036,0.45531976,-1.6790999,2.6534722,4.3108854,4.386359,1.6967322,3.3416376,3.2073321,1398.8465126448837,1327.6352793058502,24.193426142340638,2167.1626984126983,0.010911975,0.068373136,0.10970827132936507,[208.33333333],0.15611148175818199,dog_bark
-221.44817,96.92162,-62.69781,-43.178474,-24.458914,-30.399904,-33.530643,-19.906334,-20.171125,-15.757451,-17.003654,-8.923657,-5.1603436,0.21750195,-2.772353,-0.4112599,-4.2733817,-2.816821,-3.791975,1.8680677,-2.0881236,-1.7008038,-2.2111807,0.7465045,-1.1604656,1.8196188,2.653575,4.2601814,-0.8885631,1.720637,1.6815933,1518.7169111641272,1431.3201503883206,23.475759166166217,2445.9325396825398,0.018673448,0.043955155,0.12247721354166667,[125.],0.14023811964000235,dog_bark
